"code_region","departement","hopital","nature","service","etat","autre_precisez","annee_etat","date_etat","date_fin","effectif_total","postes_vacants","site_acquereur","local_devenu","description_victoire","commentaire","destination","nature_destination","prestataire","nb_lits_fermes","transforme_en","ght","ghi","region","id","geom"
"OCC","11","CH Jean Pierre Cassabel Castelnaudary - 11","public","chirurgie","fermé",NULL,2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois",NULL,"OCCITANIE",1557,"0101000020E61000009CBDCD7D9E3FFF3F7377908099A84540"
"OCC","11","CH Jean Pierre Cassabel Castelnaudary - 11","public","urgences","menacé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois",NULL,"OCCITANIE",1560,"0101000020E61000009CBDCD7D9E3FFF3F7377908099A84540"
"OCC","11","CH Jean Pierre Cassabel Castelnaudary - 11","public","SMUR","interrompu",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois",NULL,"OCCITANIE",1559,"0101000020E61000009CBDCD7D9E3FFF3F7377908099A84540"
"OCC","11","CH Lézignan-Corbières - 11",NULL,"chirurgie","fermé","à vérifier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Aude-Pyrénées",NULL,"OCCITANIE",415,"0101000020E6100000960E3C933E130640B652B099EA984540"
"OCC","11","CH Lézignan-Corbières - 11",NULL,"urgences","fermé",NULL,2008,"2008-01-01",NULL,NULL,NULL,NULL,NULL,NULL,"Urgences 24-24 - janvier 2008",NULL,NULL,NULL,NULL,NULL,"GHT Aude-Pyrénées",NULL,"OCCITANIE",414,"0101000020E6100000960E3C933E130640B652B099EA984540"
"OCC","11","CH Lézignan-Corbières - 11",NULL,"médecine","menacé",NULL,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Problème en Médecine (15 lits) en 2020",NULL,NULL,NULL,"15",NULL,"GHT Aude-Pyrénées",NULL,"OCCITANIE",416,"0101000020E6100000960E3C933E130640B652B099EA984540"
"OCC","11","CHLQ Limoux - 11",NULL,"SMUR","interrompu",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Urgences (sur Quillan) et Smur fragiles depuis 2017",NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois","CHLQ","OCCITANIE",412,"0101000020E6100000090958C36EC101404668391512874540"
"OCC","11","CHLQ Quillan  - 11","public","urgences","interrompu",NULL,2018,"2018-01-01","2019-12-31",NULL,NULL,NULL,NULL,NULL,"Urgences et Smur menacés depuis 2017.  Interruptions Urgences 2018, 2019",NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois","CHLQ","OCCITANIE",413,"0101000020E610000004FA2A12107A0140BEBDED0A05704540"
"OCC","11","CHLQ Quillan  - 11","public","chirurgie","menacé",NULL,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois","CHLQ","OCCITANIE",411,"0101000020E610000004FA2A12107A0140BEBDED0A05704540"
"OCC","11","CHLQ Quillan  - 11","public","SMUR","interrompu",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interruption SMUR (implanté à Limoux) fermé temporairement 2017",NULL,NULL,NULL,NULL,NULL,"GHT Ouest Audois","CHLQ","OCCITANIE",668,"0101000020E610000004FA2A12107A0140BEBDED0A05704540"
"OCC","11","CH Narbonne","public","oncologie","interrompu",NULL,2019,"2019-03-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Aude-Pyrénées",NULL,"OCCITANIE",1480,"0101000020E61000000061AD8B3DFF07409B78CEC12A974540"
"OCC","11","Polyclinique du Languedoc Narbonne - 11","privé","maternité","fermé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fin 2019",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",1562,"0101000020E6100000B741AD0BB63308403096B25B6B974540"
"OCC","12","Asprières - 12",NULL,"maison de retraite","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maison retraite en difficulté",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",672,"0101000020E61000007B0F41A0FD2701403C2D50D9C6454640"
"OCC","12","CH Millau - 12",NULL,"soins de suite et rééducation","fermé",NULL,2022,"2022-05-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture SSR mai 2022",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2715,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"maternité","menacé","à vérifier",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lien avec CHU Montpellier, c'est mieux, mai pb maternité constant encore en 2014",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2712,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"maternité","menacé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maternité 2015-16",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2717,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"soins de suite et rééducation","menacé",NULL,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SSR 2020-22",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2718,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"chirurgie","interrompu",NULL,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pas de CHIR faute d'anesthésiants 2020",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2713,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"maternité","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2716,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"soins de suite et rééducation","interrompu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interruption du SSR de Millau par manque de personnel infirmier-aides soignantes été 2021",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2714,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Millau - 12",NULL,"maternité","maintenu",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,"2017 : Renouvellement de la Maternité pour 5 ans",NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2719,"0101000020E610000030163179986A0840AA9A6326100C4640"
"OCC","12","CH Rodez - 12","public","cardiologie","menacé","à vérifier",2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",2769,"0101000020E610000000B5052AB19B044075B33C6CB92C4640"
"OCC","12","CH Rodez - 12","public","radiothérapie","menacé","à vérifier",2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",2768,"0101000020E610000000B5052AB19B044075B33C6CB92C4640"
"OCC","12","CH Saint Affrique - 12","public","maternité","maintenu",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,"2017 : Renouvellement en 2017 pour la maternité",NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2430,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","maternité","maintenu",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,"2011 : maternité maintenue pour 5 ans",NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2428,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","bloc chirurgical","réduit (autre)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2424,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","maternité","réduit (autre)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2425,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","maternité","interrompu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interruptions fréquente de la Maternité automne 2021- début 2022",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2427,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","urgences","réduit (autre)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2426,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","bactériologie","fermé",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bactériologie 2014-2015",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2423,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","buanderie","fermé",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Buanderie 2014-2015",NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2422,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Saint Affrique - 12","public","chirurgie","maintenu",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Est-Hérault et Sud-Aveyron",NULL,"OCCITANIE",2429,"0101000020E61000006DDD774D10010740EF644B52AAFA4540"
"OCC","12","CH Villefranche-de-Rouergue - 12","public","urgences","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Problèmes aux urgences 2012",NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",633,"0101000020E6100000E325BB9A77480040AEE6EC34C32C4640"
"OCC","12","CH Villefranche-de-Rouergue - 12","public","maternité","menacé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",634,"0101000020E6100000E325BB9A77480040AEE6EC34C32C4640"
"OCC","12","CH Villefranche-de-Rouergue - 12","public","maternité","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maternité fin 2019",NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",635,"0101000020E6100000E325BB9A77480040AEE6EC34C32C4640"
"OCC","12","Decazeville - 12","public","maternité","menacé",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maternité 2016-17",NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1862,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","urgences","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1861,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","bloc opératoire","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pb anesthésiste 2012",NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1860,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","chirurgie","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1863,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","chirurgie","maintenu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1866,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","maternité","maintenu",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1865,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","bloc opératoire","fermé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fin d’autorisation de fonctionner pour la maternité et le Bloc Opératoire mi 2011",NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1859,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","maternité","fermé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fin d’autorisation de fonctionner pour la maternité et le Bloc Opératoire mi 2011",NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1858,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","chirurgie","réduit (lits fermés)",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rapprochement avec Rodez  Restructuration de la Chirurgie en 2008, fermeture de 20 lits",NULL,NULL,NULL,"20",NULL,"GHT du Rouergue",NULL,"OCCITANIE",1856,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","maternité","fermé",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1857,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","12","Decazeville - 12","public","réanimation","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Rouergue",NULL,"OCCITANIE",1864,"0101000020E610000064A62E9D0C0502406F7F2379D5484640"
"OCC","30","CH Alès-Cévennes - 30","public","maternité","réduit (lits fermés)",NULL,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maternité menacée par les fermetures de lits en 2020	",NULL,NULL,NULL,NULL,NULL,"GHT Cévennes-Gard-Camargue",NULL,"OCCITANIE",524,"0101000020E6100000404F31843C6310408AAB08C8C7124640"
"OCC","30","CH Alès-Cévennes - 30","public","soins longue durée","transformé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"EHPAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Cévennes-Gard-Camargue",NULL,"OCCITANIE",201,"0101000020E6100000404F31843C6310408AAB08C8C7124640"
"OCC","30","CH Mas Careiron Uzès - 30","public","unité psychiatrique","maintenu",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Cévennes-Gard-Camargue",NULL,"OCCITANIE",526,"0101000020E610000099631CE97BA3114017C416B9B4004640"
"OCC","31","CHCP Saint-Gaudens - 31","public","urgences","interrompu",NULL,2019,"2019-11-01","2019-11-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",312,"0101000020E610000076C3E663BE27E73FBBB1E42DB08D4540"
"OCC","31","CHCP Saint-Gaudens - 31","public","réanimation","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",313,"0101000020E610000076C3E663BE27E73FBBB1E42DB08D4540"
"OCC","31","CH Joseph Ducuing Toulouse - 31","privé","médecine","fermé",NULL,2021,"2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",2377,"0101000020E6100000960452068BDFF63FBEA04CB354CC4540"
"OCC","31","CH Joseph Ducuing Toulouse - 31","privé","urgences","fermé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",2376,"0101000020E6100000960452068BDFF63FBEA04CB354CC4540"
"OCC","31","CHU La Grave Toulouse - 31","public","gériatrie","transféré",NULL,NULL,"2021-03-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHU Garonne Toulouse - 31","public",NULL,NULL,NULL,NULL,"CHU Toulouse","OCCITANIE",456,"0101000020E61000003CA1941C9BE9F63F03AE41D2D7CC4540"
"OCC","31","CHU Pierre-Paul Riquet Toulouse - 31","public","chirurgie","menacé","à vérifier",2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",642,"0101000020E610000019D99C374A6AF63FDD85A187FACD4540"
"OCC","31","CHU Pierre-Paul Riquet Toulouse - 31","public","centre IVG","menacé",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",640,"0101000020E610000019D99C374A6AF63FDD85A187FACD4540"
"OCC","31","CHU Pierre-Paul Riquet Toulouse - 31","public","hospitalisation à domicile","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menace sur HAD du secteur public",NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",638,"0101000020E610000019D99C374A6AF63FDD85A187FACD4540"
"OCC","31","CHU Pierre-Paul Riquet Toulouse - 31","public","bloc chirurgical","menacé",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",639,"0101000020E610000019D99C374A6AF63FDD85A187FACD4540"
"OCC","31","CHU Pierre-Paul Riquet Toulouse - 31","public","pédiatrie","menacé","à vérifier",2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",641,"0101000020E610000019D99C374A6AF63FDD85A187FACD4540"
"OCC","31","CHU Purpan Toulouse - 31",NULL,"soins externes rééducation","fermé",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",457,"0101000020E6100000A1DF3BD40565F63F6B0596A07DCE4540"
"OCC","31","CHU Purpan Toulouse - 31",NULL,"urgences","autre","saturé",2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Surcharges aux urgences 2011-2012",NULL,NULL,NULL,NULL,NULL,"GHT Haute-Garonne et Tarn Ouest",NULL,"OCCITANIE",458,"0101000020E6100000A1DF3BD40565F63F6B0596A07DCE4540"
"OCC","32","CH Auch - 32","public","rééducation","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2021,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","pneumologie","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pneumologie (2015 ?)",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2022,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","pneumologie","réduit (autre)",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pneumologie partielle (été 2009)",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2018,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","chirurgie digestive",NULL,NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chirurgie digestive (2015-16)",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2023,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","gynécologie","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Baisse gynécologie 2012",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2024,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","neurologie","réduit (autre)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Neurologie partielle",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2017,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","cardiologie","menacé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Baisse cardiologie 2012 et surtout 2015-16",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2025,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","pédiatrie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2020,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","diabétologie","réduit (autre)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diabéto partielle",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2019,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","scanner - IRM","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Scanner-IRM 2019-20",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2026,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","urgences","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Grave crise aux urgences 2021",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2027,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Auch - 32","public","scanner - IRM","maintenu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,"victoire pour Scanner et IRM en 2021-22",NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",2028,"0101000020E61000008E91DFC5B274E23F5331661EC5D04540"
"OCC","32","CH Condom - 32","public","SMUR","menacé","à vérifier",2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SMUR 2015-2019 ?",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",537,"0101000020E610000030883B9A183CD83FF2C663CE5CFA4540"
"OCC","32","CH Condom - 32","public","urgences de nuit","interrompu",NULL,2017,"2017-01-01","2019-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",142,"0101000020E610000030883B9A183CD83FF2C663CE5CFA4540"
"OCC","32","CH Condom - 32","public","urgences","menacé","à vérifier",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Urgences 2019 ?",NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",538,"0101000020E610000030883B9A183CD83FF2C663CE5CFA4540"
"OCC","32","CH Condom - 32","public","SMUR","réouvert",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",540,"0101000020E610000030883B9A183CD83FF2C663CE5CFA4540"
"OCC","32","CH Condom - 32","public","SMUR","maintenu",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",539,"0101000020E610000030883B9A183CD83FF2C663CE5CFA4540"
"OCC","32","CH Mauvezin - 32",NULL,"médecine","maintenu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT du Gers",NULL,"OCCITANIE",683,"0101000020E6100000E533F44E7500EC3FFEFCC3AF67DD4540"
"OCC","32","CHS Auch - 32","public","pédopsychiatrie","interrompu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interruption temporaire de l’unité de pédopsychiatrie 2021",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",1909,"0101000020E61000002C757C18D6FEE23F096E491B6ED24540"
"OCC","32","CHS Auch - 32","public","unité de projet et d’accompagnement à la sortie (UPAS)","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menace de réduction de 20 lits de l’UPAS, Unité de projet et d’accompagnement à la sortie) ",NULL,NULL,NULL,"20",NULL,NULL,NULL,"OCCITANIE",1910,"0101000020E61000002C757C18D6FEE23F096E491B6ED24540"
"OCC","32","Cl. Barthélémy - Auch – 32 
","privé","maternité","fermé",NULL,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",464,"0101000020E61000006CBEDD725AA5E23F19350D8146D14540"
"OCC","32","Lectoure - 32",NULL,"cuisine","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",263,"0101000020E6100000E23FA0149EB7E33F26D59A42C6F74540"
"OCC","32","Lectoure - 32",NULL,"services techniques","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OCCITANIE",264,"0101000020E6100000E23FA0149EB7E33F26D59A42C6F74540"
"OCC","32","Nogaro - 32",NULL,"médecine","réduit (lits fermés)",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"OCCITANIE",679,"0101000020E6100000E09508C22BAC9FBF858ED4EEF0E04540"
